V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,cond,pid,pcode,Q22,happy,Q63,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,att19,att20,att21,att22,att23,att24,att25,att26,att27,att28,att29,att30,tol1,tol2,tol3,tol4,tol5,obese1,obese2,obese3,obese4,obese5,obese6,obese7,obese8,obese9,obese10,obese11,obese12,obese13,obese14,obese15,Q89,wealthatt1,wealthatt2,wealthatt3,wealthatt4,finsit1,finsit2,finsit3,finsit4,finsit5,finsit6,finsit7,finsit8,finsit9,finsit10,finsit11,finsit12,finsit13,finsit14,finsit15,crime1,crime2,crime3,crime4,crime5,crime6,crime7,crime8,crime9,crime10,crime11,crime12,causeineq1,causeineq2,causeineq3,causeineq4,causeineq5,causeineq6,causeineq7,causeineq8,causeineq9,causeineq10,causeineq11,causeineq12,causal1,causal2,causal3,causal4,causal5,causal6,redist1,redist2,redist3,redist4,merit1,merit2,merit3,merit4,merit5,merit6,gender,age,ethnicity,major,income,ideology,soc.iss,econ.iss,partyid,time
R_2dGWofGQD4rofMX,Default Response Set,Anonymous,,,142.58.41.232,0,02/11/2017 11:16,02/11/2017 12:20,1,1,151,94241,1,50,1,6,6,3,3,4,5,3,4,2,5,4,2,4,2,5,5,4,5,3,4,5,3,2,5,3,6,5,3,5,2,5,6,6,3,2,3,4,3,3,2,4,4,4,2,2,5,5,5,2,4,1,3,4,3,4,6,6,5,2,5,2,4,5,6,6,4,5,6,6,6,4,4,2,6,5,3,4,4,5,5,2,4,4,4,4,3,4,4,2,3,3,4,3,5,3,6,4,6,3,4,4,4,4,4,6,5,7,3,5,6,2,19,Italian,Psychology ,8,4,4,4,4,1
R_3gXhefUB2FFOGkF,Default Response Set,Anonymous,,,142.58.41.232,0,02/11/2017 12:21,02/11/2017 13:06,1,1,152,19172,1,40,1,5,4,5,2,3,2,4,5,2,5,2,2,2,4,6,4,2,3,2,2,4,2,2,2,4,4,5,5,4,3,5,5,6,4,2,5,5,4,4,3,4,3,2,4,5,4,4,3,4,5,1,3,4,4,4,5,6,4,4,5,6,5,5,5,4,4,5,2,2,4,5,5,4,5,4,5,4,3,4,4,2,5,4,3,2,4,4,5,2,4,4,5,3,4,5,6,5,6,3,4,4,3,3,3,5,5,3,4,5,4,2,17,Indian,Undecided,9,2,2,2,3,1
R_1myFCV1BuRRMeEu,Default Response Set,Anonymous,,,142.58.41.232,0,02/11/2017 13:06,02/11/2017 13:23,1,1,153,5858,1,30,1,4,4,5,2,3,3,3,5,2,5,3,4,2,2,2,3,5,4,3,2,3,3,4,3,5,2,5,3,5,2,5,6,6,2,2,6,6,4,6,1,2,2,7,6,7,7,4,2,2,5,1,3,2,5,4,6,5,5,6,4,5,5,5,5,3,4,6,6,6,5,5,5,5,5,4,5,5,5,5,5,2,5,4,4,4,3,4,3,4,4,4,3,4,4,4,5,6,6,4,2,3,3,3,3,4,2,3,3,5,5,2,18,white,crim,10,2,3,2,1,1
R_23f5oVRAHvsefis,Default Response Set,Anonymous,,,142.58.41.202,0,06/11/2017 10:33,06/11/2017 11:39,1,2,154,72260,1,76,1,5,5,2,2,4,3,4,5,2,6,5,2,3,1,5,5,3,5,1,2,7,3,2,4,5,4,5,5,3,1,6,6,6,4,2,6,2,5,4,2,5,2,2,6,6,1,6,6,6,3,1,1,4,4,5,6,6,6,6,6,6,6,4,6,5,6,6,6,4,6,5,5,5,5,5,4,3,2,5,3,1,5,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,7,5,4,4,4,4,4,6,5,3,4,3,5,2,18,caucasian,Criminology ,15,2,2,2,1,1
R_2tDRauREk1fFzr4,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 10:22,06/11/2017 11:20,1,2,155,33748,1,39,1,6,6,2,3,4,5,2,3,2,5,2,4,3,2,6,3,5,3,2,3,5,3,1,3,2,3,4,2,4,2,5,6,6,3,2,4,4,3,3,2,4,4,3,4,5,5,4,5,3,5,1,2,2,4,4,5,6,4,4,5,3,6,4,3,6,5,5,2,2,3,4,4,4,5,4,4,5,2,4,4,2,4,4,4,4,4,3,3,4,3,3,4,4,3,4,4,4,4,4,4,3,3,3,3,6,6,2,3,5,5,2,18,Caucasian,Behavioural Neuroscience,,2,2,2,1,1
R_1OIAi9f95lumrH8,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 11:21,06/11/2017 11:48,1,2,156,24088,1,50,1,4,2,1,2,4,6,2,1,1,6,2,2,1,1,5,1,4,2,2,2,4,1,1,4,2,4,4,2,4,2,5,4,5,4,3,3,4,2,4,2,4,2,4,4,5,4,3,5,3,3,1,3,2,3,4,6,7,4,6,4,2,1,5,3,4,4,1,1,1,4,6,4,4,6,3,5,4,2,2,2,2,7,1,4,3,1,5,3,1,5,3,5,5,5,3,4,4,3,6,4,3,3,3,2,6,6,6,2,6,5,1,18,Chinese,Criminology,5,4,4,5,1,1
R_12hTvyjfyc6X2zV,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 11:48,06/11/2017 13:17,1,1,157,7113,1,75,1,6,3,3,2,2,2,3,3,2,5,5,2,2,2,5,2,2,5,2,5,5,2,2,2,2,1,5,2,5,3,5,6,6,3,2,6,5,6,2,5,3,5,2,6,6,3,5,6,5,6,1,4,4,5,5,4,5,6,4,7,7,5,3,7,4,5,7,4,7,5,7,6,6,6,2,2,5,2,5,5,2,7,5,3,3,4,5,5,3,5,5,5,5,4,7,6,5,7,1,3,4,3,4,4,5,5,2,2,5,2,2,22,Caucasian ,Criminology,3,3,4,3,1,1
R_2rYrzBPt6XJuuoZ,Default Response Set,Anonymous,,,142.58.41.202,0,06/11/2017 11:39,06/11/2017 12:49,0,1,158,41426,1,30,1,4,5,2,1,4,1,2,4,1,7,1,2,2,1,7,6,2,1,7,3,5,1,1,1,1,1,3,2,4,1,6,7,7,1,1,1,4,1,5,1,6,1,1,1,4,1,6,5,6,1,1,3,4,5,4,7,6,4,1,6,5,7,5,4,6,4,4,1,5,2,2,1,4,4,7,5,5,1,4,2,1,5,1,3,5,1,5,4,3,3,2,4,4,4,6,7,2,4,4,2,4,4,3,3,6,5,1,1,5,4,2,18,White Canadian,Psychology ,1,,,,,1
R_NXr0NDGZt3koIUN,Default Response Set,Anonymous,,,142.58.41.202,0,06/11/2017 12:50,06/11/2017 13:16,1,2,159,14968,1,76,1,6,5,3,2,5,3,5,5,3,5,3,3,2,2,6,2,3,5,5,5,5,3,5,3,3,2,5,5,3,2,6,6,6,2,2,5,6,3,3,3,2,5,5,5,6,5,3,5,3,5,1,3,4,4,4,6,7,7,6,6,6,4,4,6,2,6,5,2,5,5,7,6,2,5,5,3,3,2,3,5,2,7,4,4,4,4,5,4,4,5,4,5,5,5,4,5,5,3,2,2,4,3,3,2,3,3,3,1,3,3,2,19,Canadian ,Criminology (Minor in Psychology),15,2,1,2,1,1
R_2qseCKZNo6UOIR0,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 13:17,06/11/2017 14:37,1,1,160,99142,1,50,1,6,4,5,2,4,2,5,5,1,5,2,2,2,1,6,1,4,4,3,2,6,5,1,4,3,3,6,4,5,2,6,5,6,3,1,5,6,5,3,4,5,6,6,5,6,6,5,4,1,6,1,3,5,5,5,7,7,6,5,5,4,6,4,5,6,5,4,1,2,6,6,5,5,6,4,7,2,2,6,4,1,5,1,5,5,4,3,5,4,4,4,5,5,4,1,7,3,7,1,4,4,3,4,3,5,6,6,2,4,3,2,18,Filipino,Psychology,14,6,4,4,2,1
R_1oC5rIoTziM4qJ8,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 14:38,06/11/2017 14:58,1,1,161,84763,1,30,1,7,7,5,3,6,6,2,5,2,4,5,2,2,6,6,2,4,5,6,4,4,2,2,4,4,2,4,5,4,2,5,4,6,2,1,7,7,7,1,5,1,6,2,6,7,6,7,5,6,6,1,2,5,4,2,7,7,6,7,7,7,7,3,7,6,7,4,3,7,4,7,6,6,6,2,7,2,2,6,7,7,3,3,3,5,5,5,5,5,5,5,5,5,5,1,7,7,7,6,4,4,4,3,2,7,7,7,2,7,7,2,18,caucasian,Health Science bachelor of arts ,8,2,8,8,1,1
R_2qxz39cvponjw8C,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 14:59,06/11/2017 15:33,1,1,162,69911,1,40,1,6,5,5,2,4,5,3,5,3,5,3,4,2,2,3,3,4,5,3,3,5,3,2,5,2,3,4,4,5,3,5,3,5,3,2,6,7,4,6,5,2,7,6,6,6,7,4,4,2,6,1,4,4,2,3,6,7,2,5,5,3,6,5,4,4,6,5,1,5,2,5,6,6,6,5,6,5,4,5,3,2,6,3,2,3,3,4,4,4,4,2,4,3,4,4,7,5,4,3,6,4,3,3,4,6,3,6,5,6,4,1,21,Vietnamese,Cognitive Science,5,4,8,8,4,1
R_1LjwLII3KjiCn8F,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 16:07,06/11/2017 16:19,1,1,163,36335,1,80,1,4,5,5,2,5,3,3,5,3,4,6,4,1,1,5,5,5,6,2,6,6,5,3,4,2,1,5,5,4,2,5,4,5,5,3,7,6,6,3,4,6,5,3,3,7,3,5,3,3,7,1,4,4,4,5,7,7,5,5,7,6,5,7,6,6,7,5,1,4,7,6,5,5,5,5,5,6,3,4,5,2,5,4,4,4,4,4,5,4,5,4,4,5,5,7,7,4,2,1,3,4,4,4,4,7,6,5,5,6,6,2,17,White,Communications,15,4,3,5,1,1
R_bD7w9S79O5Iwznj,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 16:20,06/11/2017 16:39,1,1,164,66637,1,86,1,6,3,4,2,5,3,3,4,2,6,1,3,1,2,3,5,5,5,2,3,7,5,2,4,3,4,3,5,6,1,5,6,5,2,2,6,7,5,2,3,5,6,2,5,6,5,5,5,5,5,1,3,4,3,2,7,7,5,7,5,4,6,2,4,6,3,5,2,3,6,5,7,5,6,3,2,1,2,4,6,1,6,3,2,3,4,4,4,5,4,4,5,4,4,3,6,1,5,2,4,4,3,3,2,5,2,5,2,7,6,2,20,Canadian,Psychology,14,8,8,8,1,1
R_2xShP7pru8FmbDj,Default Response Set,Anonymous,,,142.58.41.232,0,06/11/2017 16:41,06/11/2017 17:20,1,1,165,16203,1,80,1,2,6,6,2,6,3,4,5,1,6,6,2,2,2,6,2,1,4,4,5,4,1,5,2,2,3,3,3,5,2,6,4,6,4,1,5,5,4,2,4,4,2,6,3,5,5,6,5,6,5,1,3,3,3,4,7,7,6,6,3,7,6,5,4,4,6,7,2,4,4,6,3,1,6,5,6,1,1,4,2,1,6,4,4,4,4,2,2,3,4,3,2,2,2,4,3,2,6,4,4,3,4,3,4,6,6,5,3,5,5,2,19,South Korea,CRIMINOLOGY ,7,3,3,3,1,1
R_3EGC5FOxJRleC41,Default Response Set,Anonymous,,,142.58.41.232,0,09/11/2017 10:16,09/11/2017 10:58,1,1,166,90507,1,35,1,5,6,3,3,5,3,3,5,3,6,3,3,2,3,4,5,4,3,3,3,4,3,2,5,3,3,5,4,6,3,5,5,5,4,2,5,6,4,5,4,4,6,5,6,6,5,5,5,5,6,1,4,4,4,4,7,7,6,6,6,4,7,6,6,6,6,5,2,3,6,4,5,6,5,5,5,5,3,4,5,4,6,3,4,4,3,4,4,4,4,4,4,4,4,3,6,5,5,2,3,4,4,4,4,6,6,6,3,6,3,2,19,Chinese,Business,10,8,8,8,4,1
R_1MZmr01LcXdEPnN,Default Response Set,Anonymous,,,142.58.41.232,0,09/11/2017 10:59,09/11/2017 11:12,1,2,167,42506,1,35,1,5,7,2,4,6,3,3,5,2,4,2,2,1,2,6,1,2,4,2,2,2,2,5,3,2,2,4,5,2,2,6,6,5,3,3,5,3,1,2,1,6,2,5,5,4,3,7,7,5,3,1,2,3,4,4,5,4,5,4,6,6,6,5,5,7,4,7,1,3,4,4,5,6,4,7,4,2,2,2,5,2,6,5,2,5,4,4,5,3,4,4,3,3,3,1,7,2,7,2,4,3,3,2,3,4,4,2,2,2,2,2,19,Caucasian,Communications,9,3,3,4,1,1
R_12xuG0eX753zvAh,Default Response Set,Anonymous,,,142.58.41.232,0,09/11/2017 11:14,09/11/2017 11:51,1,1,168,94052,1,45,1,6,5,5,2,4,2,3,5,2,4,4,3,2,3,5,5,3,4,3,5,4,5,2,4,4,3,5,4,5,4,5,5,6,3,1,5,6,5,2,4,3,6,5,5,6,5,3,4,2,5,1,2,3,3,4,5,6,5,6,5,6,6,3,4,4,6,2,1,4,4,5,4,6,5,5,5,4,3,3,4,2,7,2,2,4,3,4,4,3,3,3,4,4,4,6,6,5,6,3,2,4,4,4,4,7,6,6,3,5,3,2,20,chinese,criminology,13,6,6,6,2,1
R_OrKKCIWCHJE6yOZ,Default Response Set,Anonymous,,,142.58.41.232,0,09/11/2017 11:54,09/11/2017 12:17,1,2,169,26684,1,80,1,5,7,5,3,3,6,5,4,2,6,3,5,4,1,3,3,6,5,3,1,5,1,1,3,5,2,3,3,6,2,6,6,6,3,1,7,5,7,2,6,3,4,5,7,6,5,7,7,4,6,1,4,4,5,5,7,7,7,6,4,5,5,5,5,7,7,6,2,6,7,7,5,6,5,6,5,2,2,5,6,4,5,5,3,4,4,5,4,4,5,5,5,5,5,2,7,4,6,2,2,3,4,4,4,6,5,3,2,5,2,2,20,Black/White,Communications,6,1,1,8,1,1
R_ROlGLIdoBLrW7Nn,Default Response Set,Anonymous,,,142.58.41.232,0,09/11/2017 12:18,09/11/2017 13:06,1,2,170,7971,1,68,1,6,4,4,5,4,4,4,4,2,5,4,3,4,2,5,5,5,4,2,3,6,3,2,2,4,3,5,4,3,1,5,5,5,4,2,6,5,4,4,4,4,4,5,5,6,3,4,2,3,4,1,2,2,2,3,6,6,5,4,4,3,2,4,4,4,6,3,2,4,5,5,5,5,4,4,4,2,2,3,3,1,6,2,4,4,3,4,3,4,3,2,3,3,4,6,6,6,4,2,4,4,4,3,3,6,5,6,4,5,6,2,20,caucasian,visual arts,2,8,8,8,4,1
R_2xXFWc8CkT8rG6p,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 10:21,14/11/2017 11:33,1,1,171,22317,1,20,1,6,2,2,3,5,4,5,2,2,3,2,4,4,2,2,4,5,4,5,3,4,3,2,5,4,3,4,4,5,4,4,5,5,4,2,5,5,5,3,3,2,6,5,5,5,4,3,3,3,3,1,3,4,4,3,7,6,6,4,5,5,7,5,5,4,6,5,2,5,5,6,7,7,6,3,3,3,2,4,4,5,6,3,3,5,4,4,4,2,3,5,4,5,4,4,5,2,4,2,3,4,3,3,3,6,5,6,3,5,3,2,18,hispanic ,linguistic ,10,2,2,2,1,1
R_2viXCpXsV0Fae5U,Default Response Set,Anonymous,,,142.58.41.208,0,14/11/2017 11:31,14/11/2017 12:00,1,1,172,39581,1,40,1,3,5,1,1,3,1,1,2,1,6,1,1,1,1,5,1,1,2,1,1,3,1,1,1,2,1,2,1,2,1,7,7,7,1,1,3,5,3,2,2,3,3,3,5,5,5,5,5,3,5,1,2,4,4,5,7,7,7,5,7,7,7,4,7,1,6,6,5,7,7,7,2,1,7,6,5,5,1,1,1,1,5,4,5,5,4,5,5,4,5,5,5,4,5,7,7,7,7,1,4,4,4,4,4,3,1,1,1,1,1,2,26,Caucasian,Criminology,1,1,1,1,1,1
R_3DuPXH8HxyoUn5y,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 11:35,14/11/2017 12:20,1,2,173,78426,1,85,1,6,6,1,3,7,5,4,3,2,5,2,3,2,3,1,4,3,1,4,6,5,5,2,6,2,5,6,5,1,1,6,5,6,3,2,5,7,2,3,2,5,6,1,4,6,6,5,5,2,1,1,2,5,4,4,7,6,5,3,4,7,6,4,5,5,7,6,1,5,5,7,5,3,5,4,6,1,1,2,2,1,1,3,3,3,3,5,3,4,5,4,4,5,5,1,2,7,1,2,4,3,3,2,2,5,3,2,3,6,5,1,18,Chinese,Chemistry ,4,8,2,3,1,1
R_3nPqwUWsTr8z5zq,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 12:21,14/11/2017 12:38,1,2,174,12250,1,90,1,6,4,4,5,4,4,2,5,1,4,1,1,2,1,6,2,4,2,2,2,6,1,4,1,2,2,2,2,7,1,6,7,7,2,1,6,5,4,1,1,5,4,4,6,5,4,6,6,4,5,1,3,3,3,3,7,7,6,7,6,4,5,4,5,4,7,5,3,4,6,5,7,7,5,4,5,2,3,4,6,3,6,4,4,5,4,5,4,1,4,4,5,5,5,5,7,4,7,3,5,4,4,4,4,6,3,7,1,4,1,2,18,"Filipino, Chinese",Kinesiology ,7,8,8,8,4,1
R_sTfFWLqcdsy9fLr,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 12:39,14/11/2017 13:03,1,2,175,56830,1,60,1,4,6,3,5,5,6,5,2,2,6,2,2,4,2,5,5,5,3,3,5,5,2,2,5,2,5,3,2,3,2,4,4,5,5,3,2,3,1,2,2,5,2,1,2,5,2,5,5,2,1,1,3,4,4,4,6,7,3,7,3,4,3,4,3,4,6,4,2,2,2,5,5,5,5,5,4,4,2,3,5,2,5,2,2,3,2,4,3,2,4,5,5,5,4,7,7,2,2,2,2,4,4,4,4,6,6,5,5,5,5,2,18,Fijian/Muslim,Criminology,12,2,3,3,1,1
R_8iD0MSlNWm0TW3D,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 13:04,14/11/2017 13:35,1,2,176,37823,1,28,1,5,4,3,4,3,2,4,3,3,3,2,4,4,3,3,4,4,3,4,4,4,2,2,2,2,4,4,2,4,1,5,6,7,5,1,5,4,4,2,4,3,4,2,4,3,2,5,4,2,4,1,2,4,2,3,7,7,6,7,6,6,5,4,5,4,5,5,2,3,6,6,5,5,5,5,4,4,2,4,2,2,4,3,4,4,4,3,4,4,5,4,5,5,5,3,4,3,7,2,4,4,3,3,3,5,3,4,3,4,3,2,19,caucasian,health science,11,8,8,8,4,1
R_3prUdxHf7sAJ5ny,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 13:36,14/11/2017 13:54,1,2,177,12812,1,91,1,6,6,5,2,6,1,2,5,2,5,2,3,2,1,7,2,1,2,1,2,3,3,2,2,2,1,6,2,5,1,7,7,7,2,1,6,6,5,3,1,3,5,2,6,6,3,6,6,3,6,1,2,4,4,4,6,6,5,5,7,5,4,6,4,7,5,4,3,5,6,6,7,6,6,5,3,3,2,2,6,2,5,3,5,5,5,5,5,5,5,3,4,4,4,7,6,2,6,2,2,4,4,4,4,5,2,2,1,5,2,2,19,Mixed- Half Black and White,Faculty of Education,1,2,1,8,1,1
R_VVe9x2hL3xAdDIl,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 13:57,14/11/2017 14:56,1,1,178,24690,1,27,1,7,5,5,2,5,5,3,4,2,3,2,4,2,2,4,5,4,3,2,3,6,5,4,5,5,2,4,5,4,2,5,6,5,4,2,5,6,3,2,3,4,5,5,5,6,6,6,6,5,5,1,3,4,5,5,6,7,7,6,4,5,6,4,5,6,6,3,1,1,1,6,7,6,6,7,6,2,2,3,5,2,7,2,5,5,4,4,3,4,2,3,4,5,4,6,6,3,3,4,4,3,2,2,1,6,6,3,2,6,3,2,17,caucasian,undecided,11,3,3,5,1,1
R_Xz953LTTfjDsqPv,Default Response Set,Anonymous,,,142.58.41.196,0,14/11/2017 14:58,14/11/2017 15:16,1,2,179,57330,1,56,1,5,6,4,3,3,5,2,2,1,4,2,1,1,2,6,4,4,3,2,1,6,1,1,1,1,5,2,4,6,1,5,7,6,3,2,4,5,4,1,1,5,5,5,5,6,2,6,5,5,4,1,2,4,2,4,7,6,5,4,4,2,4,3,4,5,2,7,1,3,5,4,5,4,2,5,5,4,2,4,6,4,4,4,5,2,3,5,4,5,5,4,5,4,3,1,1,1,5,2,4,3,4,4,4,7,6,7,7,6,6,2,17,Indo-canadian,psychology,12,2,1,2,1,1
R_z5Ot5sEfbL0afct,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 14:58,14/11/2017 15:14,1,2,180,66329,1,50,1,5,3,1,3,5,6,2,1,3,5,2,2,1,2,5,2,3,2,2,2,2,4,2,3,3,1,4,3,5,3,5,5,5,4,2,2,3,5,3,2,4,3,5,5,5,2,6,6,5,2,1,3,4,3,4,7,7,7,5,6,2,6,2,5,3,4,2,1,2,1,4,5,4,5,3,3,4,3,5,7,6,5,4,3,5,4,3,5,4,4,3,4,4,4,7,7,7,7,7,7,4,3,2,3,5,3,5,3,3,4,2,22,chinese,crim,11,8,8,8,1,1
R_1QfSgdyLJALnNR3,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 15:16,14/11/2017 16:25,1,1,181,24727,1,40,1,6,3,5,3,6,2,5,5,2,5,4,3,2,4,5,5,3,4,5,2,6,4,4,6,2,2,5,6,5,4,4,4,5,4,4,5,6,4,6,4,5,6,5,5,5,5,3,2,6,6,1,5,5,2,3,7,7,7,7,7,6,4,4,6,4,4,6,3,6,4,6,5,6,6,5,6,2,5,5,3,2,6,4,3,4,3,4,5,4,5,4,5,5,5,2,7,2,3,4,4,3,3,3,3,6,5,6,3,6,6,1,20,Canadian/Indian,Criminology ,15,3,3,3,1,1
R_O11DX6V7eG2k9AR,Default Response Set,Anonymous,,,142.58.41.208,0,14/11/2017 15:03,14/11/2017 17:23,1,1,182,91435,1,25,1,5,3,5,2,5,2,3,4,3,4,3,3,2,3,6,2,2,4,2,5,4,4,5,4,5,3,4,4,3,2,5,4,6,3,1,3,5,4,5,3,4,5,5,3,5,4,3,5,3,5,1,3,4,3,4,5,5,5,4,4,4,4,4,4,4,5,4,3,2,4,4,5,5,5,4,4,4,4,4,3,5,5,4,4,4,4,4,4,2,4,4,4,4,4,3,5,3,5,4,4,4,4,4,3,5,5,4,3,5,4,2,20,South Korean,Psychology,2,8,4,4,1,1
R_svazB3OUJHO6xRD,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 16:26,14/11/2017 16:46,1,2,183,84533,1,60,1,4,6,4,2,6,5,4,4,5,5,3,4,2,2,5,4,4,2,4,1,4,1,1,1,1,3,4,2,2,2,5,4,4,4,3,4,4,4,2,3,5,2,4,2,5,3,5,5,6,5,1,2,3,3,5,6,5,7,6,5,5,5,4,5,7,4,7,6,4,6,4,5,4,7,5,6,2,2,4,4,2,5,5,4,3,4,4,5,5,4,4,4,3,5,6,5,2,7,5,4,3,3,3,3,3,3,2,1,2,2,2,18,,Health Sciences,2,8,8,8,4,1
R_2vYCqRpSvMAo9GP,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 16:47,14/11/2017 17:23,1,1,184,62346,1,0,1,2,3,5,1,2,1,2,3,1,5,5,5,1,2,6,2,3,5,7,2,3,3,1,2,2,1,3,3,2,1,7,7,7,1,1,3,2,1,1,1,5,1,1,2,4,2,3,2,2,3,1,1,1,1,1,6,7,5,5,6,6,2,5,6,7,1,3,2,4,4,3,6,5,6,4,6,3,1,2,2,2,2,3,5,5,3,5,5,3,5,5,5,5,5,7,6,4,2,2,3,4,4,3,3,5,2,1,1,2,1,2,18,"Italian, Scottish, Ukrainian, and Aborigional",Psychology,8,3,5,4,1,1
R_3p9IZNyqBaPb4lw,Default Response Set,Anonymous,,,142.58.41.202,0,14/11/2017 17:00,14/11/2017 17:24,1,2,185,54044,1,75,1,6,6,2,3,5,3,4,4,3,5,3,4,2,3,5,3,4,3,2,3,4,2,4,5,2,3,4,3,4,2,5,5,4,3,2,4,5,2,2,1,5,1,2,3,2,2,6,5,3,4,1,2,4,3,3,7,7,7,4,3,6,5,4,5,4,5,3,1,3,4,5,3,4,5,4,5,3,3,4,2,1,5,2,3,4,4,5,4,5,4,4,5,4,5,6,6,5,4,3,4,4,4,4,4,5,4,1,1,3,3,2,19,Canadian-Colombian,Psychology ,3,2,1,2,1,1
R_1rOkqESDAQBZM7q,Default Response Set,Anonymous,,,142.58.41.232,0,14/11/2017 17:24,14/11/2017 17:39,1,2,186,32594,1,50,1,4,5,4,3,4,3,3,1,4,6,2,2,2,2,3,3,4,5,3,2,2,1,1,2,2,3,4,2,5,2,5,5,5,4,2,5,5,4,3,3,2,4,2,4,4,7,3,5,2,5,1,2,2,4,2,5,7,5,7,5,5,6,4,4,4,5,4,1,5,5,5,5,2,5,4,3,2,2,3,2,2,5,3,4,4,4,3,4,4,5,3,5,4,3,5,7,4,4,1,3,4,3,3,3,3,3,5,2,2,3,1,18,chinese,health science,11,4,3,3,1,1
R_3OjGwOVlBXNTJHe,Default Response Set,Anonymous,,,142.58.41.232,0,16/11/2017 10:25,16/11/2017 10:44,1,2,187,72165,1,80,1,7,6,5,6,2,3,2,5,1,6,4,4,2,2,3,3,5,4,3,2,6,5,2,3,4,3,5,4,5,2,5,7,6,2,2,5,5,2,2,3,4,5,5,4,6,2,5,4,5,5,1,2,5,5,5,7,7,5,6,4,5,7,5,5,3,6,4,1,4,5,6,6,2,7,6,3,6,5,2,3,1,5,2,3,4,2,5,4,5,3,4,5,4,5,2,7,3,7,2,4,3,4,3,3,6,6,5,3,6,5,2,18,indian ,psychology ,3,2,1,4,1,1
R_3Jws2bbKFepg0bl,Default Response Set,Anonymous,,,142.58.41.232,0,16/11/2017 10:45,16/11/2017 11:06,1,1,188,74887,1,92,1,4,5,3,2,6,2,4,4,4,5,2,2,4,2,5,4,4,5,2,5,4,2,2,3,4,2,4,3,2,2,6,5,6,4,1,5,5,4,2,4,5,4,3,4,4,5,5,5,4,4,1,2,3,3,4,6,5,5,4,5,4,5,4,4,5,5,6,4,4,3,5,5,4,5,5,4,2,2,3,4,2,5,5,3,4,5,4,4,3,4,3,3,3,4,2,2,4,5,4,1,3,4,4,4,5,3,2,2,3,2,2,18,Canadian,Psychology,3,8,8,8,1,1
R_Wp9gVtrPyZDb7Il,Default Response Set,Anonymous,,,142.58.41.232,0,16/11/2017 11:08,16/11/2017 11:52,1,1,189,41496,1,50,1,3,4,5,3,4,3,3,2,5,4,2,2,2,2,3,4,5,3,3,5,4,3,4,3,3,4,4,2,4,5,5,4,4,4,3,4,5,3,3,3,4,5,5,4,5,5,3,5,3,4,1,3,4,2,3,7,6,5,4,6,6,6,4,5,4,4,4,3,4,5,4,4,3,4,4,4,4,2,4,5,2,2,3,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,3,6,6,4,4,6,5,2,18,Asian ,CRIM ,3,3,3,3,1,1
R_YaIozl9zgcHCMtb,Default Response Set,Anonymous,,,142.58.41.232,0,16/11/2017 11:53,16/11/2017 12:26,1,2,190,90875,1,86,1,2,7,7,3,6,1,5,6,1,7,1,6,2,1,2,5,1,5,2,5,2,1,2,2,5,1,5,5,5,1,6,5,6,2,2,6,2,6,5,5,2,6,5,7,7,2,5,3,3,5,1,2,4,4,4,7,6,5,5,6,6,3,6,5,5,6,6,1,4,5,6,6,6,6,5,2,4,2,4,7,2,5,4,4,4,3,4,4,4,2,2,2,2,4,7,2,4,1,2,4,3,4,2,2,6,6,2,2,5,4,1,20,latino/arab,undeclared. But want to study either Behavioural neuroscience or BPK,,3,3,3,1,1
R_2aWyCenFUGSK3oy,Default Response Set,Anonymous,,,142.58.41.232,0,16/11/2017 12:29,16/11/2017 12:44,1,2,191,42613,1,71,1,5,6,4,2,4,3,5,6,2,6,3,4,3,2,6,3,3,5,2,3,6,4,2,3,2,2,5,4,6,3,6,7,6,3,1,5,4,3,2,2,4,3,3,3,3,3,2,6,5,4,1,4,4,2,2,7,7,6,5,4,6,5,3,4,4,1,4,3,2,3,5,5,5,5,4,2,1,1,3,3,2,5,2,4,3,4,4,4,4,5,3,5,5,5,5,7,4,7,5,4,3,2,3,2,7,6,6,3,5,3,2,19,Irish and Filipino,Health Sciences,9,3,2,5,1,1
